"Item"      ,"Indicators" ,"Status"       ,"Description"                         ,"Part Status" ,"Order Qty" ,"Shortage Date" ,"Multi-sourced" ,"Part Type Code" ,"Manufacturing LT" ,"Product Family" ,"Material Type" ,"Replenishement LT" ,"LT offset" ,"Max Order Qty" ,"Min Order Qty" ,"Multiple order qty" ,"Container Qty" ,"Phase-in"   ,"Phase-out"  ,"UOM" ,"Report Field 1"     ,"Report Field 2" ,"Report Field 3" ,"Report Field 4" ,"Report Field 5" ,"Report Field 6" ,"Report Field 7" ,"Report Field 8" ,"Report Field 9" ,"Report Field 10" ,"Planner Code" ,"Supplier Code" ,"Order Value" ,"Original Order Qty" ,"On-hand Qty" ,"Excess Qty" ,"Shortage Quantity" ,"Special Demand" ,"Planned Receipt" ,"Material" ,"Capacity" ,"Flagged" ,"RTO Priority" ,"Rule"   ,"Resource ID"        ,"Work Center Code" ,"WC Supplier Code" ,"Ordering Group"                      ,"Production Version" ,"Supply type"  ,"Location" ,"Reference"                ,"Settings"
"550031272" ,""           ,"REDVOLUME"    ,"Gadus S1 V150D 2_1*180kg_A1W8"       ,"02"          ,"2"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"5"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D8523002VH7A1W8" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"ZA"             ,"APME"           ,""                ,"285"          ,"I480"          ,"60814.8"     ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-07"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I477"     ,"SHELLLUBES2802223704"     ,"LOC~I477~ITEM~550031272~SUP~I480~REF~SHELLLUBES2802223704"
"550031307" ,""           ,"BLUEVOLUME"   ,"Rimula R3 10W CF_1*209L_A1W8"        ,"02"          ,"2"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"5"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001C4570002VSHA1W8" ,"0.0133747"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"ZI"             ,"APME"           ,""                ,"185"          ,"I317"          ,"33217.74"    ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-18"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I477"     ,"SHELLLUBES2802223754"     ,"LOC~I477~ITEM~550031307~SUP~I317~REF~SHELLLUBES2802223754"
"550031305" ,""           ,"REDVOLUME"    ,"Spirax S1 ATF TASA_1*209L_A1W8"      ,"02"          ,"2"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"5"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D8294002VSHA1W8" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"ZF"             ,"APME"           ,""                ,"185"          ,"I480"          ,"39435.74"    ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-07"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I477"     ,"SHELLLUBES2802223743"     ,"LOC~I477~ITEM~550031305~SUP~I480~REF~SHELLLUBES2802223743"
"550031307" ,""           ,"REDVOLUME"    ,"Rimula R3 10W CF_1*209L_A1W8"        ,"02"          ,"1"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"10"                ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001C4570002VSHA1W8" ,"0.0133747"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"ZI"             ,"APME"           ,""                ,"185"          ,"I480"          ,"16608.87"    ,"4"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-15"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I486"     ,"SHELLLUBES2802223756"     ,"LOC~I486~ITEM~550031307~SUP~I480~REF~SHELLLUBES2802223756"
"550028001" ,""           ,"REDVOLUME"    ,"Gadus S3 V460 2_1*180kg_A246"        ,"02"          ,"2"         ,""              ,"false"         ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"5"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D8428002VH7A246" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"285"          ,"I480"          ,"74716.58"    ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-09"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I351"     ,"SHELLLUBES2802223158"     ,"LOC~I351~ITEM~550028001~SUP~I480~REF~SHELLLUBES2802223158"
"550031420" ,""           ,"YELLOWVOLUME" ,"Gadus S1 V160 3_1*18kg_A1W8"         ,"02"          ,"3"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"5"                 ,"0"         ,"48"            ,"3"             ,"1"                  ,"48"            ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001E1153002XD7A1W8" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"ZF"             ,"APME"           ,""                ,"285"          ,"I480"          ,"8110.8"      ,"3"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-07"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I477"     ,"SHELLLUBES2802223959"     ,"LOC~I477~ITEM~550031420~SUP~I480~REF~SHELLLUBES2802223959"
"550031580" ,""           ,"RTO"          ,"Risella X 420_1*209L_A1P5"           ,"03"          ,"1"         ,"2022-02-28"    ,"false"         ,"PWD"            ,""                 ,"YPAC"           ,"F"             ,"1"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001E2774002VSHA1P5" ,"0.0129446"      ,"Z1"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"ERA"            ,""                ,"998"          ,"R037"          ,"17129.53"    ,"1"                  ,""            ,"0"          ,"-1"                ,"true"           ,"2022-03-01"      ,"NA"       ,"Yes"      ,"true"    ,"5"            ,"RTO"    ,"FIN_GOODS_STORAGE"  ,"FINISHED_STORAGE" ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"R175"     ,"SHELLLUBES2802223987"     ,"LOC~R175~ITEM~550031580~SUP~R037~REF~SHELLLUBES2802223987"
"550032415" ,""           ,"RTO"          ,"ATF MS 9602_1*975L_A1WJ"             ,"02"          ,"1"         ,"2022-02-28"    ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"10"                ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001B1741002X4LA1WJ" ,"1"              ,"X1"             ,"X"              ,"1"              ,"NA Region"      ,""               ,"ZI"             ,"NA"             ,""                ,"185"          ,"U022"          ,"2818.28"     ,"1"                  ,""            ,"0"          ,"-1"                ,"true"           ,"2022-03-14"      ,"NA"       ,"Yes"      ,"false"   ,"5"            ,"RTO"    ,"U629 FRDC TOTE"     ,"U629 TOTE WHSE"   ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"U629"     ,"SHELLLUBES2802224078"     ,"LOC~U629~ITEM~550032415~SUP~U022~REF~SHELLLUBES2802224078"
"550034440" ,""           ,"REDVOLUME"    ,"Rhodina BBZ_1*18kg_A1P5"             ,"02"          ,"3"         ,""              ,"false"         ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"36"            ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001B0909002XECA1P5" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"285"          ,"I480"          ,"19858.56"    ,"3"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-03"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I411"     ,"SHELLLUBES2802224541"     ,"LOC~I411~ITEM~550034440~SUP~I480~REF~SHELLLUBES2802224541"
"550028540" ,""           ,"REDVOLUME"    ,"Omala S4 GX 150_1*209L_A227"         ,"02"          ,"3"         ,"2022-02-28"    ,"false"         ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"6"                 ,"0"         ,"4"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D7850002VSHA227" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"204036"      ,"3"                  ,""            ,"0"          ,"-1"                ,"true"           ,"2022-03-08"      ,"No"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I349"     ,"SHELLLUBES2802223371"     ,"LOC~I349~ITEM~550028540~SUP~I480~REF~SHELLLUBES2802223371"
"550031163" ,""           ,"REDVOLUME"    ,"Tonna S2 M 68_1*209L_A1W8"           ,"02"          ,"2"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"5"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D7771002VSHA1W8" ,"0.0133747"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"37918.57"    ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-07"      ,"No"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I339"     ,"SHELLLUBES2802223463"     ,"LOC~I339~ITEM~550031163~SUP~I480~REF~SHELLLUBES2802223463"
"550031168" ,""           ,"REDVOLUME"    ,"RimR1multi20W40CF4_1*209L_A1W8"      ,"02"          ,"2"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D3182002VSHA1W8" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"ZF"             ,"APME"           ,""                ,"185"          ,"I317"          ,"35807.89"    ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-04"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I324"     ,"SHELLLUBES2802223470"     ,"LOC~I324~ITEM~550031168~SUP~I317~REF~SHELLLUBES2802223470"
"550031171" ,""           ,"YELLOWVOLUME" ,"RimR3X15W40CH4228.3_1*209L_A1W8"     ,"02"          ,"3"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001C4579002VSHA1W8" ,"0.0133747"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"ZI"             ,"APME"           ,""                ,"185"          ,"I317"          ,"57977.77"    ,"3"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-17"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I324"     ,"SHELLLUBES2802223479"     ,"LOC~I324~ITEM~550031171~SUP~I317~REF~SHELLLUBES2802223479"
"550031180" ,""           ,"REDVOLUME"    ,"Spirax S2 G 90_1*209L_A1W8"          ,"02"          ,"3"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"5"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D8262002VSHA1W8" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"54236.81"    ,"3"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-09"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I339"     ,"SHELLLUBES2802223511"     ,"LOC~I339~ITEM~550031180~SUP~I480~REF~SHELLLUBES2802223511"
"550031180" ,""           ,"BLUEVOLUME"   ,"Spirax S2 G 90_1*209L_A1W8"          ,"02"          ,"1"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D8262002VSHA1W8" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"18078.94"    ,"1"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-03"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I340"     ,"SHELLLUBES2802223512"     ,"LOC~I340~ITEM~550031180~SUP~I480~REF~SHELLLUBES2802223512"
